key_0,light,noise,thermal,location,user_id,room,indoor,co2,humidity,lightLevel,noiseLevel,presence,temperature,voc
2019-02-20 14:15:32.062000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_3718ahro65l34,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-02-20 14:35:10.164000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_1ib477c2m1gjk,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-02-20 16:28:28.933000+08:00,11.0,9.0,11.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_ge6u8zvmugao,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-02-20 17:10:16.832000+08:00,11.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_1of5p32afw4xs,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-02-20 17:11:56.989000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2rs06bh3l4lq8,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-01 14:37:00.364000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1jfy80d710740,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-01 14:37:17.677000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_1tegv6mq6kzk0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-01 14:41:52.312000+08:00,10.0,10.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_2u2osufbcf9xc,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-01 17:11:46.413000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_1sru145ifxl34,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-01 17:32:04.460000+08:00,9.0,10.0,11.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_22sh06o2mru9s,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-08 10:20:10.373000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_3bmkvdu347400,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-09 15:16:24.492000+08:00,,,9.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_2plvbm5sirgu8,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-09 15:39:44.170000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_2rzpcocl74lc0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-14 09:32:18.582000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_14497tunlyhvk,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:25:42.641000+08:00,,,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_3atmfhboniu00,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:25:58.733000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_2n6i8k81medxc,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:26:24.630000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_17nwhk4ieb2m8,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:28:00.744000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_npfhpwsgfw00,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:28:38.997000+08:00,9.0,9.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1h2ulhqz9hfy8,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:29:12.813000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_1zmunezr3sg00,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:31:02.194000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_npfhpwsgfw00,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:31:07.158000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_17nwhk4ieb2m8,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-21 16:31:13.826000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_2n6i8k81medxc,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-22 09:51:10.411000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_wzhb2s9wtao0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-27 10:18:02.557000+08:00,10.0,9.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_17zjjismjv6yo,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-03-27 10:21:52.221000+08:00,9.0,9.0,9.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1k9na67wctvcw,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-01 16:01:30.378000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_1m0rvlo7p0hz4,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-04 17:26:49.497000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_o5j8c0uh5xc0,PLANTER_BOX_NEAR_LAB,0,,,,,,,
2019-04-04 17:34:26.144000+08:00,,,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_18ji5xwwthhc0,PLANTER_BOX_NEAR_LAB,0,,,,,,,
2019-04-05 12:07:38.703000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_3or6x3z4lvc00,PLANTER_BOX_NEAR_LAB,0,,,,,,,
2019-04-08 16:55:07.994000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_6v4ayypq58g0,PLANTER_BOX_NEAR_LAB,0,,,,,,,
2019-04-12 17:58:53.231000+08:00,10.0,10.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_eus6zhdj18g0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-12 17:59:12.676000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_1lj5mv5006u80,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-12 17:59:42.009000+08:00,11.0,9.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1pgo7f48tn400,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-12 17:59:42.745000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1y8p7moxdt6o0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-12 18:01:09.637000+08:00,10.0,10.0,11.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_18czxmf2ed4w0,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 10:19:22.627000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_1ct8axq9phr0g,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 10:21:34.537000+08:00,10.0,10.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_1bw7xz3p7a7ls,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 10:22:54.709000+08:00,10.0,11.0,11.0,BIOPHILIC_DESIGN_TRAIL->NATURE_IN_PLACE,anon_2pgcb9chljshs,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 10:23:30.577000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->BIOPHILIC_DESIGN_TRAIL,anon_3j1nej7za8e80,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 10:26:03.380000+08:00,,,11.0,BIOPHILIC_DESIGN_TRAIL->MATERIALITY,anon_2ipxa8nse1xxc,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 15:34:42.639000+08:00,10.0,10.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_2vdn4vwtxboxs,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-04-16 15:41:32.398000+08:00,10.0,11.0,10.0,BIOPHILIC_DESIGN_TRAIL->NATURE_OF_PLACE,anon_31q18e9epmu00,PLANTER_BOX_NEAR_LAB,0,1258.0,52.4773,266.0,47.0,5.0,25.8874,382.0
2019-01-24 12:25:10.059000+08:00,11.0,9.0,10.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_is8qubwj045c,CORRIDOR,0,1070.0,51.1816,250.0,44.0,1.0,26.5087,337.0
2019-01-24 15:15:53.227000+08:00,10.0,10.0,10.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_1m323g2tj8av4,CORRIDOR,0,1070.0,51.1816,250.0,44.0,1.0,26.5087,337.0
2019-01-24 18:51:51.245000+08:00,9.0,11.0,10.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_nqiixko4ykg,CORRIDOR,0,1070.0,51.1816,250.0,44.0,1.0,26.5087,337.0
2019-01-26 19:41:25.743000+08:00,10.0,10.0,10.0,TROPICAL_ARCHITECTURE_TRAIL->ENVELOPE_DESIGN,anon_q0t1to1bj56o,CORRIDOR,0,400.0,75.6132,44.0,51.0,2.0,27.1478,324.0
2019-01-28 17:00:17.244000+08:00,10.0,11.0,10.0,TROPICAL_ARCHITECTURE_TRAIL->ENVELOPE_DESIGN,anon_q0t1to1bj56o,CORRIDOR,0,460.0,86.043,57.0,53.0,0.0,27.0878,337.0
2019-01-29 08:46:57.355000+08:00,9.0,10.0,11.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_2rs06bh3l4lq8,CORRIDOR,0,478.0,92.0663,51.0,55.0,0.0,25.9633,343.0
2019-01-29 10:38:16.392000+08:00,10.0,10.0,10.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_2cwdm8k1j1a0w,CORRIDOR,0,442.0,84.8167,55.0,54.0,0.0,27.0573,337.0
2019-01-29 15:30:08.576000+08:00,10.0,10.0,11.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_1xy3pxlec0zk0,CORRIDOR,0,400.0,72.7785,47.0,63.0,2.0,29.5959,343.0
2019-01-29 15:33:56.725000+08:00,10.0,10.0,11.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_191vfn28tq9kw,CORRIDOR,0,424.0,73.1216,43.0,62.0,5.0,29.2811,343.0
2019-01-30 13:58:24.680000+08:00,9.0,10.0,11.0,HYBRID_COOLING_TRAIL->HYBRID_COOLING_TRAIL,anon_118270viraneo,CORRIDOR,0,410.0,69.2018,56.0,55.0,0.0,28.882,343.0
2019-01-31 10:31:07.497000+08:00,10.0,10.0,10.0,TROPICAL_ARCHITECTURE_TRAIL->NATURAL_VENTILATION,anon_1zqv6d32x82kg,CORRIDOR,0,434.0,80.8068,51.0,54.0,0.0,27.1162,350.0
2019-01-31 12:15:52.471000+08:00,9.0,11.0,10.0,TROPICAL_ARCHITECTURE_TRAIL->LANDSCAPE_DESIGN,anon_3chl708xu73ls,CORRIDOR,0,400.0,75.4891,51.0,56.0,0.0,28.2724,343.0
