,light,noise,thermal,location,user_id
2019-02-20 02:47:05.376000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_20eh64cqr85c0
2019-01-29 06:51:19.256000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->AIR,anon_217b9kkjb7280
2019-02-11 06:44:36.642000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_25esmku6mphc0
2019-02-20 02:47:25.708000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_26qthipovgow0
2019-02-13 02:46:32.625000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_29p1mj79qz1fk
2019-02-11 06:41:27.650000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_2co84nsxjn6s0
2019-01-29 02:11:53.509000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2cwdm8k1j1a0w
2019-04-03 04:02:47.183000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2jkpilucxfsow
2019-02-20 08:48:14.966000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2kxp7562b05q8
2019-02-20 02:45:55.044000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->AIR,anon_2mxcm17ue4g00
2019-02-20 02:43:13.490000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_2obosdhd0s000
2019-04-05 03:39:23.884000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2rasu0v4rtvk
2019-01-29 01:08:00.953000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2rs06bh3l4lq8
2019-02-18 06:38:42.364000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2u06qv6ynwq00
2019-02-18 06:38:39.790000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2v3f3nhb5u3uo
2019-02-20 02:47:24.372000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2x4qgyf9040lc
2019-02-13 08:42:05.105000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_2xib0xa9hvegw
2019-02-20 02:43:35.573000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_325ppkyu4w000
2019-03-21 08:27:21.290000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_32xygdri804qo
2019-01-29 03:25:58.249000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_34tr5qwxi5hxc
2019-03-15 08:54:38.720000+00:00,,,10.0,WELLNESS_TRAIL->AIR,anon_38oo5zxfkrsao
2019-02-20 08:45:42.121000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3a9me8k8ros00
2019-02-11 06:44:18.876000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_3bsxjt0v92h34
2019-02-20 02:43:38.536000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3l9jvevobbshs
2019-02-20 02:45:58.513000+00:00,9.0,11.0,10.0,WELLNESS_TRAIL->AIR,anon_3m4dc1gzd8400
2019-02-20 08:47:25.027000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3q0kldgive200
2019-02-18 06:38:22.628000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3rlvhkj2ianls
2019-02-13 02:45:45.400000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3ukr6k9qkj200
2019-02-11 06:44:21.381000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_3vi9yp19ybdog
2019-01-26 07:05:34.191000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_412j9pj6h2bk
2019-02-11 06:44:21.499000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_4fqk92rtzbw0
2019-02-20 08:48:48.418000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_4iaif5l95720
2019-02-20 08:48:12.490000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_65x9i8m1su00
2019-02-11 06:44:20.728000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_7wwrchb0r280
2019-02-11 06:44:45.180000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_8tgkgkwxiww0
2019-02-20 02:47:03.117000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_93zfi8dqnpq8
2019-02-20 08:45:18.178000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->AIR,anon_9uhlt15kxkw
2019-02-13 02:46:28.431000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_dpox2mw911q8
2019-02-20 02:43:48.473000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_hqgcwa7hj0u8
2019-03-04 06:18:28.980000+00:00,,10.0,10.0,WELLNESS_TRAIL->AIR,anon_l7sk8i7shc00
2019-03-04 06:19:22.111000+00:00,10.0,,,WELLNESS_TRAIL->AIR,anon_l7sk8i7shc00
2019-02-18 06:39:04.016000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_mx6d2wp607k0
2019-02-18 06:39:25.188000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_nofsjhclkzy8
2019-02-20 08:47:53.721000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_pvck8tfjgs00
2019-04-04 08:32:55.605000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_rim8vjypperk
2019-02-20 02:43:38.116000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_rkolsoutq4w0
2019-02-20 02:43:36.201000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_t0ezyafkh14w
2019-02-20 02:46:44.842000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_umg4wn8k6ygw
2019-02-20 08:48:42.916000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_xa1516qe0em8
2019-02-13 08:39:11.601000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->AIR,anon_y642jpi2q0ow
2019-03-14 00:35:03.322000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_14497tunlyhvk
2019-03-09 02:29:35.170000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_15zcu9tceyyo0
2019-03-05 04:26:27.189000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_1aa8ri88t4xkw
2019-03-01 06:14:47.491000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_1jfy80d710740
2019-03-01 06:14:40.694000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_1tegv6mq6kzk0
2019-03-05 04:26:02.065000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_1xw77v1i0m1a8
2019-04-13 04:17:07.804000+00:00,,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_23w3nix8l9gcg
2019-03-25 08:57:06.012000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_28ub3r1uxrfo0
2019-01-29 02:19:59.954000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2cwdm8k1j1a0w
2019-04-16 01:52:00.493000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2j7z4a6f4qdq8
2019-02-01 06:16:39.519000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2jl5vs5pvhw5c
2019-03-01 06:12:43.049000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2k6ilrso6qiv4
2019-01-28 08:29:41.203000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2rs06bh3l4lq8
2019-02-18 06:44:34.007000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2u06qv6ynwq00
2019-03-01 06:12:24.946000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2u2osufbcf9xc
2019-03-01 06:12:39.404000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_2yncdqd4a64u8
2019-02-20 02:51:07.793000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_325ppkyu4w000
2019-04-04 08:45:57.881000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_367oqvim09600
2019-03-08 02:10:56.908000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_3bmkvdu347400
2019-02-18 06:44:27.898000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_3ckhctjgn2y00
2019-04-16 01:51:15.301000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_3j1nej7za8e80
2019-03-01 06:11:51.937000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_3n499lvfcq5ts
2019-03-06 05:00:54.163000+00:00,9.0,10.0,9.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_3v7hu3noy6kn4
2019-04-16 07:52:46.212000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_4k6ts7bm4460
2019-02-19 07:20:42.351000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_83cj9dnm45q8
2019-02-20 08:51:40.015000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_9uhlt15kxkw
2019-02-19 08:04:35.390000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_g1rl4kn5p24g
2019-02-20 02:51:35.372000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_hqgcwa7hj0u8
2019-01-30 02:47:08.937000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_k51wzqkbhmo0
2019-02-18 06:44:39.342000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_nofsjhclkzy8
2019-02-18 06:44:31.004000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_ofg9ucjk2gg0
2019-03-29 09:17:02.641000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_r49cbj5j99s0
2019-02-19 08:07:51.769000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_rlq0gp32bwn4
2019-02-20 02:51:08.149000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_t0ezyafkh14w
2019-03-04 12:40:18.421000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_vb3ytv9y5d6o
2019-02-13 08:44:24.153000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_1,anon_y642jpi2q0ow
2019-02-13 08:45:18.779000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_11dd7v99fug3k
2019-01-29 07:17:53.667000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_191vfn28tq9kw
2019-02-20 02:50:39.394000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1oaxrgioj9y4g
2019-02-20 08:51:46.510000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1supzv80mv7k0
2019-03-17 06:29:08.575000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1t21p3nbdkd1c
2019-04-16 10:13:16.451000+00:00,10.0,11.0,9.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1up9r3wmz4t8g
2019-02-20 02:50:54.293000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1watix8z4mccg
2019-01-29 07:18:07.035000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_1xy3pxlec0zk0
2019-01-29 07:19:26.956000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_217b9kkjb7280
2019-02-08 00:18:19.293000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_29lker3eish6o
2019-02-13 03:00:02.008000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_29p1mj79qz1fk
2019-02-13 08:45:13.027000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_2f2kxux9a7ok0
2019-01-29 07:18:25.689000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_2j69204dx0pvk
2019-02-20 02:51:22.867000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_2obosdhd0s000
2019-02-20 02:52:36.903000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_325ppkyu4w000
2019-01-29 03:56:23.741000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_34tr5qwxi5hxc
2019-01-31 06:37:36.648000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_35ckmb59967eo
2019-02-20 08:53:53.544000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_39m7ylo7dzs00
2019-04-21 06:55:00.046000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_3ki1p277n17nk
2019-02-20 02:52:38.820000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_3l9jvevobbshs
2019-02-20 02:50:58.155000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_3us7mly7p8200
2019-02-20 08:52:20.572000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_4iaif5l95720
2019-02-20 08:53:48.615000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_pvck8tfjgs00
2019-01-28 08:19:47.309000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_q0t1to1bj56o
2019-02-20 02:54:04.134000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_t0ezyafkh14w
2019-02-13 08:45:13.951000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_2,anon_y642jpi2q0ow
2019-04-16 01:48:26.845000+00:00,11.0,9.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_12ob5xjamnhts
2019-03-15 09:35:14.481000+00:00,,,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_13hzxpo1wyha8
2019-04-16 01:45:21.944000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_16mcqrd41yuio
2019-04-12 09:35:33.983000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_18czxmf2ed4w0
2019-04-05 03:44:35.876000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_1aylu5fb5xyww
2019-04-12 09:36:29.342000+00:00,9.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_1lj5mv5006u80
2019-02-20 08:51:32.533000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_1n2o7i69yjri8
2019-04-16 01:45:01.941000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_20cgxols4yayo
2019-04-17 08:11:22.911000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_225gk8chfqps0
2019-04-17 08:11:24.297000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_26o2llm72fojk
2019-04-09 08:38:38.581000+00:00,,,9.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2ccm2swn5dc74
2019-04-12 09:36:03.089000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2ctu1oo2qr11c
2019-01-29 02:19:12.237000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2cwdm8k1j1a0w
2019-04-16 01:45:23.165000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2ipxa8nse1xxc
2019-04-05 03:44:29.756000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2rasu0v4rtvk
2019-02-18 06:44:45.564000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_2v3f3nhb5u3uo
2019-04-16 01:55:40.841000+00:00,,,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3lpp7aavb7zsw
2019-04-16 01:47:42.878000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3n4w52x8h540
2019-04-05 03:44:24.088000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3or6x3z4lvc00
2019-04-04 08:50:55.638000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3r43ntk332uww
2019-04-16 01:44:50.085000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3rv9vja66oe00
2019-04-04 08:51:11.046000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_3sbgwrznz59ts
2019-04-12 09:36:38.775000+00:00,11.0,9.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_dwenyvdfyu80
2019-03-04 03:00:08.125000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_ns8lbdrv4280
2019-04-04 08:46:18.105000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_o5j8c0uh5xc0
2019-02-18 06:44:20.760000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_p71x8a7re6m8
2019-04-16 01:44:47.063000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->FUTURE_TECHNOLOGIES_3,anon_urckxs4ynim8
2019-02-13 02:49:17.132000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_12a8js1p2ve80
2019-04-16 01:43:48.450000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_12ob5xjamnhts
2019-04-16 01:28:33.526000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_16mcqrd41yuio
2019-02-18 06:42:07.793000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_16wjnd7g1y3nk
2019-03-12 05:22:26.553000+00:00,10.0,10.0,9.0,WELLNESS_TRAIL->LIGHTING,anon_18ba2sgsyycxs
2019-04-12 09:30:19.571000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_18czxmf2ed4w0
2019-02-18 06:42:07.266000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_18dok3dji5cw0
2019-01-29 06:50:41.770000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_191vfn28tq9kw
2019-02-13 02:50:04.289000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_19a018zhzi1s0
2019-02-13 02:49:34.263000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_19sfhysvawjcw
2019-03-21 09:00:06.746000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1azq2voms6h34
2019-02-13 02:49:29.408000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1d8zdo719yh34
2019-02-11 06:43:59.752000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1jfgivai8h4ao
2019-04-12 09:30:02.845000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1lj5mv5006u80
2019-02-18 06:42:12.160000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1ol9sx0tb9kow
2019-04-12 09:30:48.332000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1pgo7f48tn400
2019-04-16 01:28:45.174000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_1pkyahbwgdips
2019-01-29 06:51:29.971000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_1tc4jnhpk1ssg
2019-02-13 08:41:54.733000+00:00,10.0,11.0,9.0,WELLNESS_TRAIL->LIGHTING,anon_1thy0ix9p4hs
2019-02-13 02:50:09.340000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_1xu6g4b5s1vy8
2019-04-16 01:28:46.069000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_20cgxols4yayo
2019-02-13 08:41:37.075000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_23jrj96s5d88w
2019-02-13 02:46:31.737000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_27mhwm177zugw
2019-02-13 02:48:56.002000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_299oen3hplvk
2019-02-18 06:39:39.016000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_2gbm200oam77k
2019-02-13 02:49:00.949000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_2gh3mj8k0o0e8
2019-04-16 01:28:52.785000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_2ipxa8nse1xxc
2019-01-29 06:51:44.482000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_2j69204dx0pvk
2019-01-29 06:49:19.216000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_2jeggp2svrshs
2019-02-11 06:42:25.829000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_2nf3oucbdcohs
2019-01-29 06:48:16.737000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_2olx9q8hhi0hs
2019-02-13 02:49:19.295000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_2pkxpalkjwk00
2019-02-20 08:48:25.136000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_39m7ylo7dzs00
2019-01-29 06:50:42.403000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_3bwlclz8so4cg
2019-02-18 06:39:41.129000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_3cf33vrw5bh1c
2019-02-18 06:43:08.397000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3ckhctjgn2y00
2019-02-13 02:49:24.032000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_3e31nmlvkbc00
2019-01-29 06:52:16.562000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3j4d2i808ag00
2019-02-13 02:49:43.609000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3kvn7gq2u8600
2019-02-13 02:46:04.549000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3l68lymdz4npc
2019-02-18 06:42:03.352000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3o284v396dgqo
2019-04-05 03:39:16.983000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3or6x3z4lvc00
2019-02-18 06:41:45.466000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3p1it9madcfsw
2019-02-13 02:49:39.881000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_3renc2oukw2dc
2019-04-16 01:28:41.604000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3rv9vja66oe00
2019-02-20 02:43:32.006000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_3us7mly7p8200
2019-02-11 06:44:08.569000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_3uxovjfgcqo00
2019-02-13 02:49:17.513000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_4uxj7p5t0fls
2019-02-13 02:49:25.412000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_6fxkd99iygw0
2019-01-31 06:33:50.768000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_baxojliew9s0
2019-02-13 08:41:36.253000+00:00,11.0,10.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_cbcgi5qayxhc
2019-04-12 09:30:36.549000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_eus6zhdj18g0
2019-02-18 06:42:14.644000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_i1ow1tlmfe80
2019-02-11 06:44:09.896000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_l9rz4o8idf40
2019-03-19 01:58:28.767000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_m5f55vehws8w
2019-02-13 08:41:44.451000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_ocwl1n2r17k0
2019-02-18 06:41:55.273000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_ofg9ucjk2gg0
2019-02-18 06:39:02.243000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_p71x8a7re6m8
