,light,noise,thermal,location,user_id
2019-02-13 02:49:22.505000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_qk1yyjr9m3k0
2019-01-29 06:50:53.707000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_rd9v7zx7ah34
2019-04-16 01:39:40.861000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->LIGHTING,anon_w17tzkb8kfls
2019-02-11 06:44:28.713000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->LIGHTING,anon_zl2ut9t0etc0
2019-02-27 02:27:37.528000+00:00,,,10.0,WELLNESS_TRAIL->MOVEMENT,anon_11zagsofysjk0
2019-02-27 02:27:42.760000+00:00,,,10.0,WELLNESS_TRAIL->MOVEMENT,anon_153z43aqkxvg0
2019-02-11 06:46:46.860000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_1i5oyezn69wqo
2019-04-16 01:51:29.572000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_1m9k7jx8nwyo0
2019-04-16 01:51:05.424000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_1sqa3x896z6yo
2019-03-21 08:33:16.372000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_1u12kduhpph4w
2019-02-27 02:27:43.541000+00:00,,,10.0,WELLNESS_TRAIL->MOVEMENT,anon_24t35h0vg92bk
2019-02-07 08:04:31.611000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_2b7c4h7yxe328
2019-02-27 02:27:37.663000+00:00,,,11.0,WELLNESS_TRAIL->MOVEMENT,anon_2exjja3xgil8g
2019-04-16 01:51:05.205000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_2ipxa8nse1xxc
2019-01-31 13:38:54.280000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_2jeggp2svrshs
2019-02-11 06:46:51.513000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_2mclnyjsb67sw
2019-04-16 01:48:12.214000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_2ra8lz48cmk00
2019-02-18 06:45:21.452000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_2vqt22re3itc0
2019-02-08 06:51:41.924000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_326ulxf8bnk0
2019-01-31 01:34:00.136000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_3b35irbjchs00
2019-02-27 02:27:40.918000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_3i770650c46ww
2019-04-08 08:44:54.249000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->MOVEMENT,anon_3n72frjz88800
2019-04-05 03:47:30.488000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_3or6x3z4lvc00
2019-02-27 02:27:37.052000+00:00,,,9.0,WELLNESS_TRAIL->MOVEMENT,anon_3u0edesz7ueio
2019-02-27 02:27:36.717000+00:00,,,10.0,WELLNESS_TRAIL->MOVEMENT,anon_3v5xzgjwrfw00
2019-04-08 08:45:46.786000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_6v4ayypq58g0
2019-03-27 01:59:05.457000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_gxonwyunm1hc
2019-01-28 08:07:45.920000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_q0t1to1bj56o
2019-02-04 03:42:31.714000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->MOVEMENT,anon_tsf330g0o1s0
2019-02-13 08:43:26.297000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_11dd7v99fug3k
2019-02-20 08:51:27.520000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_150g3i0l2z340
2019-03-29 07:26:03.393000+00:00,,,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_17cf2qun3xzb4
2019-01-29 07:11:26.855000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_191vfn28tq9kw
2019-02-11 06:46:23.150000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_19zs9zbie31c0
2019-01-30 04:53:31.729000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_1gsy8yku1xu68
2019-02-20 02:50:06.697000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1iodgo47y2gw
2019-03-01 06:13:22.281000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_1jfy80d710740
2019-02-20 08:50:56.634000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1n2o7i69yjri8
2019-02-20 02:50:20.564000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_1oaxrgioj9y4g
2019-02-20 08:51:00.813000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1of5p32afw4xs
2019-02-20 08:50:54.198000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_1supzv80mv7k0
2019-02-18 06:44:07.809000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1ttxdqnr3bta8
2019-02-11 06:46:30.773000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1tu00puloc3cw
2019-03-06 03:25:38.553000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1tzdxlyhaxwg0
2019-02-20 08:50:40.763000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_1w3evvzkp7gg0
2019-02-20 02:49:43.792000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_1watix8z4mccg
2019-02-20 02:50:38.243000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_20eh64cqr85c0
2019-01-31 04:19:17.881000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_21wna5umowe80
2019-04-16 01:50:54.344000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2c8g0ha9tlog0
2019-02-11 06:46:19.878000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_2co84nsxjn6s0
2019-01-29 02:17:41.844000+00:00,11.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2cwdm8k1j1a0w
2019-03-06 07:28:17.203000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_2g37h3lv68u80
2019-02-18 06:43:59.092000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2gbm200oam77k
2019-01-30 02:12:51.797000+00:00,11.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2levstki3vc00
2019-02-20 03:13:44.921000+00:00,9.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2mxcm17ue4g00
2019-02-20 02:49:43.745000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2obosdhd0s000
2019-01-28 08:05:35.839000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_2rs06bh3l4lq8
2019-02-18 06:44:01.775000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2u06qv6ynwq00
2019-03-01 06:15:24.953000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_2u2osufbcf9xc
2019-02-18 06:43:55.129000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2v3f3nhb5u3uo
2019-01-31 04:19:14.889000+00:00,9.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_2w8ivui7591c0
2019-03-25 07:51:21.694000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_2zr37axq8mq00
2019-02-20 02:50:13.974000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_325ppkyu4w000
2019-02-20 08:51:41.481000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_39m7ylo7dzs00
2019-02-20 08:51:26.604000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3a9me8k8ros00
2019-02-18 06:44:04.403000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_3cf33vrw5bh1c
2019-02-20 02:51:22.877000+00:00,10.0,11.0,9.0,WELLNESS_TRAIL->NUS_POLICY,anon_3l9jvevobbshs
2019-02-20 02:51:02.825000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3m4dc1gzd8400
2019-04-16 01:51:04.349000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3n4w52x8h540
2019-02-20 02:50:16.237000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3o2xv9khghbeo
2019-02-20 08:52:16.854000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3q0kldgive200
2019-01-30 02:16:39.098000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_3qqgi8tsgfw1s
2019-01-30 05:40:24.129000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_3qqoiz7oig3k0
2019-02-18 06:43:51.285000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3rlvhkj2ianls
2019-02-20 02:49:55.155000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_3us7mly7p8200
2019-02-11 06:45:53.645000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3uxovjfgcqo00
2019-02-07 00:55:24.601000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_3yw2le5gav40
2019-02-11 06:46:31.009000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_4fqk92rtzbw0
2019-02-20 08:51:22.397000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_4iaif5l95720
2019-02-20 08:51:00.477000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_65x9i8m1su00
2019-02-11 06:47:06.756000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_7wwrchb0r280
2019-02-20 08:51:08.879000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_9uhlt15kxkw
2019-02-20 02:49:54.879000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_hqgcwa7hj0u8
2019-02-18 06:44:19.072000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_nofsjhclkzy8
2019-02-18 06:44:36.757000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_ocb6v4353ta8
2019-02-13 08:43:32.823000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_ocwl1n2r17k0
2019-02-18 06:43:39.993000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_p71x8a7re6m8
2019-02-20 08:50:56.625000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_pvck8tfjgs00
2019-02-20 02:50:06.024000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->NUS_POLICY,anon_t0ezyafkh14w
2019-02-20 02:50:24.576000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_umg4wn8k6ygw
2019-02-13 08:43:29.893000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->NUS_POLICY,anon_y642jpi2q0ow
2019-02-20 08:43:20.661000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_119sir094z8xs
2019-02-20 08:54:13.142000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_119sir094z8xs
2019-02-13 08:38:21.766000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_11dd7v99fug3k
2019-02-13 02:41:40.628000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_12a8js1p2ve80
2019-04-16 01:26:21.704000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_12ob5xjamnhts
2019-02-20 08:44:26.497000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_150g3i0l2z340
2019-04-12 09:26:07.384000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_15er3k8kh08w0
2019-04-16 01:25:48.589000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_16mcqrd41yuio
2019-02-18 06:36:56.618000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_16wjnd7g1y3nk
2019-04-16 01:28:38.482000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_17awy5wkjcsu8
2019-04-12 09:26:33.989000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_18czxmf2ed4w0
2019-04-04 08:45:39.013000+00:00,,,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_18ji5xwwthhc0
2019-02-13 07:48:49.833000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_19fcz3ad07nr4
2019-02-11 06:44:01.737000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_19zs9zbie31c0
2019-03-21 08:15:25.513000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1azq2voms6h34
2019-04-16 01:28:57.634000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1bw7xz3p7a7ls
2019-02-11 06:41:07.381000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1d2hwuednffnk
2019-03-01 06:02:17.997000+00:00,11.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1gv60qeuaxyps
2019-03-26 04:32:27.501000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1hq3zy4h4cv40
2019-03-14 02:15:15.671000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1ivwux4cp95s0
2019-02-11 06:40:29.851000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1jfgivai8h4ao
2019-03-01 06:04:34.079000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1jfy80d710740
2019-02-13 07:48:39.960000+00:00,10.0,9.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1koodoqzxpds0
2019-02-20 02:39:10.344000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1l6hhz4d0zmo0
2019-04-12 09:28:54.086000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1lj5mv5006u80
2019-01-31 02:46:37.785000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1n0adgju8pdds
2019-02-20 08:42:14.069000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1n2o7i69yjri8
2019-01-24 06:13:59.172000+00:00,10.0,10.0,9.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1o5iymv1ftqtc
2019-02-20 02:38:38.953000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1oaxrgioj9y4g
2019-02-20 08:42:10.756000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1of5p32afw4xs
2019-02-18 06:35:07.433000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1ol9sx0tb9kow
2019-03-01 06:02:02.800000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1omw74064wdfk
2019-04-12 09:27:33.572000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1pgo7f48tn400
2019-04-12 09:27:36.763000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1rllfmn47un7k
2019-01-29 07:02:21.849000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1rwmz35d00bk0
2019-02-13 08:35:31.219000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1s640s7qkhudc
2019-03-01 06:02:55.757000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1sru145ifxl34
2019-02-20 08:44:24.757000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1supzv80mv7k0
2019-03-06 03:23:20.244000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1tzdxlyhaxwg0
2019-03-13 02:19:32.983000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1ucmiu8t19j40
2019-03-15 15:32:47.405000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1v10hw97ezi80
2019-02-20 02:38:24.736000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1watix8z4mccg
2019-03-09 08:54:16.463000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1wsk5k0adnr40
2019-02-11 06:40:39.784000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_1yqwirqqggi68
2019-04-16 01:25:37.609000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_20cgxols4yayo
2019-01-29 07:00:51.926000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_217b9kkjb7280
2019-01-24 06:13:22.296000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_217s2mw38579c
2019-01-24 06:15:30.184000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_217s2mw38579c
2019-03-01 06:01:30.318000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_22s1nojszc0e8
2019-01-24 06:34:35.037000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_23x8h09xzdb40
2019-02-20 02:40:10.717000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_26qthipovgow0
2019-04-04 08:33:04.230000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_280ct2r281hc0
2019-02-13 02:42:32.448000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_299oen3hplvk
2019-02-04 15:33:22.296000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_29nunvcx24nw0
2019-02-13 02:42:51.339000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_29p1mj79qz1fk
2019-03-04 13:44:14.757000+00:00,,,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2bq2vv8crhhc0
2019-04-16 07:53:28.707000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2cjq7zfcnkjr4
2019-02-11 06:40:34.019000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2co84nsxjn6s0
2019-04-16 01:25:45.270000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2ipxa8nse1xxc
2019-02-18 06:37:17.390000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2j33lyfu4pp8g
2019-02-20 08:41:58.046000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2kxp7562b05q8
2019-02-11 06:41:04.029000+00:00,10.0,9.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2mclnyjsb67sw
2019-02-20 02:43:21.723000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2mxcm17ue4g00
2019-02-11 06:36:53.468000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2nf3oucbdcohs
2019-02-20 02:38:40.033000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2obosdhd0s000
2019-02-27 03:55:12.229000+00:00,,,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2r25fplyls3y8
2019-02-27 03:58:00.479000+00:00,,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2r25fplyls3y8
2019-04-16 01:25:41.649000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2ra8lz48cmk00
2019-04-05 03:37:05.632000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2rasu0v4rtvk
2019-01-29 00:16:39.361000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2rs06bh3l4lq8
2019-02-18 06:37:53.267000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2u06qv6ynwq00
2019-02-13 08:35:42.426000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2ulslc2sjxdz4
2019-02-18 06:38:16.769000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2v3f3nhb5u3uo
2019-02-12 06:25:47.941000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_2yoz42q5d0irk
2019-02-13 07:48:37.362000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_30kfpb0n32q00
2019-02-20 02:39:51.875000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_35junttn8sgsg
2019-04-04 08:43:03.802000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_367oqvim09600
2019-02-20 08:41:58.259000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_39m7ylo7dzs00
2019-02-20 08:44:32.842000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3a9me8k8ros00
2019-03-08 01:56:24.801000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3bmkvdu347400
2019-02-18 06:37:07.242000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3bzwv6hl5y9z4
2019-03-22 05:42:58.289000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3cdgo1zkza600
2019-02-18 06:35:23.869000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3ckhctjgn2y00
2019-03-26 02:32:35.499000+00:00,,,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3drs2flm6c2yo
2019-02-11 06:36:33.895000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3iiv7pndp06ww
2019-04-16 01:26:16.028000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3j1nej7za8e80
2019-02-13 08:36:36.393000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3jzaozrzl9ts0
2019-02-20 02:40:15.269000+00:00,10.0,10.0,9.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3l9jvevobbshs
2019-02-20 02:43:18.761000+00:00,9.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3m4dc1gzd8400
2019-01-24 06:13:48.276000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3m7xktdni7s00
2019-01-24 06:15:22.649000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3m7xktdni7s00
2019-02-13 07:49:04.597000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3m8pptemofq00
2019-04-16 01:25:47.076000+00:00,10.0,11.0,9.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3n4w52x8h540
2019-04-05 03:36:53.697000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3or6x3z4lvc00
2019-02-20 08:44:28.009000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3q0kldgive200
2019-02-18 06:35:22.434000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3rlvhkj2ianls
2019-01-29 07:04:04.983000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3tpu719yam8sg
2019-02-20 02:38:46.961000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3us7mly7p8200
2019-04-12 09:27:48.921000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3uv549tqtwetc
2019-02-11 06:40:13.157000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_3uxovjfgcqo00
2019-02-11 06:40:51.641000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_4fqk92rtzbw0
2019-02-20 08:42:06.918000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_4iaif5l95720
2019-02-13 02:41:52.121000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_4uxj7p5t0fls
2019-02-20 08:42:08.611000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_65x9i8m1su00
2019-04-16 07:53:39.397000+00:00,9.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_6746qcslmku8
2019-02-11 06:40:36.761000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_7wwrchb0r280
2019-04-12 09:27:18.625000+00:00,11.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_8v1arbqya7s0
2019-02-20 02:39:36.311000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_93zfi8dqnpq8
